score,id,format,season,season_year,episodes,genres,source,tags,studios
7,21831,SPECIAL,SUMMER,2016,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""FANTASY""]",MANGA,"[""SHOUNEN"", ""PIRATES"", ""MALE PROTAGONIST"", ""SUPER POWER"", ""ENSEMBLE CAST"", ""ANACHRONISM""]","[""TOEI ANIMATION""]"
7,21838,TV,FALL,2016,12,"[""ACTION"", ""DRAMA""]",ORIGINAL,"[""FEMALE PROTAGONIST"", ""FOREIGN"", ""WITCH"", ""MAGIC"", ""MILITARY"", ""AVIATION"", ""WAR"", ""ANACHRONISM"", ""POLITICS"", ""PRIMARILY ADULT CAST"", ""HISTORICAL"", ""TANKS"", ""TRAGEDY""]","[""AJIADO""]"
3,21851,TV,SPRING,2017,12,"[""ACTION"", ""COMEDY"", ""ECCHI"", ""ROMANCE""]",MANGA,"[""SCHOOL"", ""SWORDPLAY"", ""MALE PROTAGONIST"", ""YANDERE"", ""MARTIAL ARTS"", ""FEMALE HAREM"", ""SHOUNEN"", ""PRIMARILY FEMALE CAST"", ""NUDITY"", ""KUUDERE"", ""ACTING""]","[""SILVER LINK.""]"
9,21856,TV,SPRING,2017,25,"[""ACTION"", ""ADVENTURE"", ""COMEDY""]",MANGA,"[""SUPER POWER"", ""SUPERHERO"", ""SHOUNEN"", ""SCHOOL"", ""MALE PROTAGONIST"", ""CULTIVATION"", ""PRIMARILY TEEN CAST"", ""ENSEMBLE CAST"", ""URBAN FANTASY"", ""REVENGE"", ""HETEROSEXUAL"", ""PRIMARILY MALE CAST"", ""CHEERLEADING"", ""TOMBOY""]","[""BONES""]"
7,21861,TV,WINTER,2017,12,"[""ACTION"", ""FANTASY"", ""SUPERNATURAL""]",MANGA,"[""DEMONS"", ""SHOUNEN"", ""SUPER POWER"", ""SWORDPLAY"", ""TWINS"", ""MALE PROTAGONIST"", ""TRAGEDY"", ""SCHOOL"", ""ADOPTION"", ""BODY HORROR"", ""TRAVEL"", ""SCHOOL CLUB""]","[""A-1 PICTURES""]"
8,21875,MOVIE,SUMMER,2017,1,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""ROMANCE""]",LIGHT_NOVEL,"[""WAR"", ""TRAGEDY"", ""GODS"", ""MALE PROTAGONIST"", ""FEMALE PROTAGONIST"", ""MAGIC"", ""POST-APOCALYPTIC"", ""ELF"", ""ESPIONAGE"", ""ROBOTS"", ""KUUDERE"", ""REINCARNATION"", ""SUPER POWER""]","[""MADHOUSE""]"
9,21878,TV,WINTER,2017,12,"[""COMEDY"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",MANGA,"[""URBAN FANTASY"", ""ANGELS"", ""URBAN"", ""FEMALE PROTAGONIST"", ""CUTE GIRLS DOING CUTE THINGS"", ""DEMONS"", ""PRIMARILY FEMALE CAST"", ""SURREAL COMEDY"", ""SCHOOL"", ""SLAPSTICK"", ""GODS"", ""HIKIKOMORI"", ""PRIMARILY TEEN CAST"", ""TSUNDERE"", ""MAGIC"", ""PARODY"", ""CHUUNIBYOU"", ""VIDEO GAMES"", ""SHOUNEN"", ""ISEKAI""]","[""DOGA KOBO""]"
7,87486,OVA,SPRING,2017,1,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SUPERNATURAL""]",ORIGINAL,"[""SUPERHERO"", ""SHOUNEN"", ""SUPER POWER"", ""ENSEMBLE CAST"", ""SCHOOL"", ""URBAN"", ""PRIMARILY TEEN CAST"", ""MALE PROTAGONIST""]","[""BONES""]"
4,87488,SPECIAL,FALL,2016,6,"[""COMEDY"", ""ECCHI"", ""MAHOU SHOUJO""]",MANGA,"[""MAGIC"", ""NUDITY"", ""URBAN FANTASY"", ""PRIMARILY CHILD CAST"", ""KUUDERE"", ""ISEKAI""]","[""SILVER LINK.""]"
6,87528,SPECIAL,FALL,2016,1,"[""ACTION"", ""COMEDY"", ""FANTASY""]",MANGA,"[""SHOUNEN"", ""MALE PROTAGONIST"", ""MAGIC"", ""RURAL""]","[""XEBEC""]"
7,87539,SPECIAL,WINTER,2017,2,"[""ADVENTURE"", ""FANTASY""]",ORIGINAL,"[""WAR"", ""DRAGONS"", ""REINCARNATION"", ""MILITARY"", ""FEMALE PROTAGONIST"", ""CGI"", ""TRAGEDY"", ""HISTORICAL"", ""MONSTER GIRL"", ""BODY HORROR"", ""HETEROSEXUAL""]","[""STUDIO KHARA""]"
7,97592,TV,WINTER,2017,12,"[""COMEDY"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",MANGA,"[""MONSTER GIRL"", ""SCHOOL"", ""TEACHER"", ""DULLAHAN"", ""PRIMARILY FEMALE CAST"", ""CUTE GIRLS DOING CUTE THINGS"", ""SUCCUBUS"", ""URBAN FANTASY"", ""EPISODIC"", ""VAMPIRE"", ""MALE PROTAGONIST"", ""MYTHOLOGY"", ""EDUCATIONAL"", ""SEINEN"", ""ENSEMBLE CAST"", ""FAIRY TALE"", ""TOMBOY"", ""FEMALE HAREM"", ""TWINS"", ""BULLYING""]","[""A-1 PICTURES""]"
4,97643,TV,SPRING,2017,12,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""HORROR"", ""SUPERNATURAL""]",MANGA,"[""CGI"", ""SEINEN"", ""ELF"", ""DEMONS"", ""FULL CGI"", ""SWORDPLAY"", ""MAGIC"", ""REVENGE"", ""MALE PROTAGONIST"", ""GORE"", ""WITCH"", ""GODS"", ""MEDICINE"", ""GHOST"", ""MILITARY"", ""RAPE"", ""TRAGEDY"", ""SKELETON"", ""DISABILITY""]","[""MILLEPENSEE"", ""GEMBA""]"
7,97668,TV,SPRING,2019,12,"[""ACTION"", ""COMEDY"", ""SCI-FI"", ""SUPERNATURAL""]",MANGA,"[""SUPERHERO"", ""SUPER POWER"", ""URBAN"", ""MALE PROTAGONIST"", ""PARODY"", ""SATIRE"", ""CYBORG"", ""PRIMARILY MALE CAST"", ""ANTI-HERO"", ""PRIMARILY ADULT CAST"", ""SEINEN"", ""SURREAL COMEDY"", ""ENSEMBLE CAST"", ""MARTIAL ARTS"", ""URBAN FANTASY"", ""KAIJU""]","[""J.C. STAFF""]"
7,97815,SPECIAL,FALL,2016,1,"[""ACTION"", ""FANTASY""]",VIDEO_GAME,"[""MYTHOLOGY"", ""ARCHERY"", ""TIME MANIPULATION"", ""MALE PROTAGONIST"", ""URBAN FANTASY"", ""SWORDPLAY"", ""ANTI-HERO"", ""MAGIC"", ""URBAN"", ""CROSSOVER"", ""GORE"", ""TRAGEDY""]","[""LAY-DUCE""]"
6,97832,TV,WINTER,2018,12,"[""DRAMA"", ""ROMANCE""]",MANGA,"[""YURI"", ""INSEKI"", ""LGBTQ+ THEMES"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""PRIMARILY TEEN CAST"", ""SCHOOL"", ""LOVE TRIANGLE"", ""GYARU"", ""FAMILY LIFE"", ""NUDITY"", ""CGI"", ""BISEXUAL""]","[""PASSIONE""]"
6,97875,ONA,WINTER,2017,12,"[""ACTION"", ""COMEDY"", ""DRAMA""]",MANGA,"[""PRIMARILY MALE CAST"", ""MALE PROTAGONIST"", ""MEMORY MANIPULATION"", ""NINJA""]","[""SATELIGHT""]"
7,97886,TV,FALL,2017,12,"[""ACTION"", ""COMEDY"", ""SUPERNATURAL""]",MANGA,"[""EPISODIC"", ""URBAN FANTASY"", ""URBAN"", ""ALIENS"", ""MALE PROTAGONIST"", ""FOREIGN"", ""VAMPIRE"", ""SHOUNEN"", ""SUPER POWER"", ""DYSTOPIAN"", ""COSMIC HORROR"", ""WEREWOLF"", ""GUNS"", ""DEMONS"", ""ALTERNATE UNIVERSE"", ""POST-APOCALYPTIC""]","[""BONES""]"
7,97903,TV,SPRING,2017,25,"[""COMEDY"", ""SLICE OF LIFE""]",ORIGINAL,"[""WORK"", ""RURAL"", ""FEMALE PROTAGONIST"", ""PRIMARILY ADULT CAST"", ""PRIMARILY FEMALE CAST"", ""ENSEMBLE CAST"", ""COMING OF AGE"", ""POLITICS"", ""CUTE GIRLS DOING CUTE THINGS"", ""ACTING""]","[""P.A. WORKS""]"
7,97907,TV,WINTER,2018,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""VIDEO GAMES"", ""MAGIC"", ""FEMALE HAREM"", ""MALE PROTAGONIST"", ""SLAVERY"", ""NEKOMIMI"", ""DEMONS"", ""ELF"", ""KEMONOMIMI"", ""CGI"", ""HISTORICAL""]","[""SILVER LINK.""]"
8,97922,TV,FALL,2017,11,"[""ACTION"", ""DRAMA"", ""PSYCHOLOGICAL"", ""SCI-FI""]",MANGA,"[""SEINEN"", ""CYBORG"", ""TRAGEDY"", ""SUPER POWER"", ""MALE PROTAGONIST"", ""ROBOTS"", ""URBAN"", ""CGI"", ""PHILOSOPHY"", ""CRIME"", ""GORE"", ""SUPERHERO"", ""TERRORISM"", ""BODY HORROR"", ""HETEROSEXUAL"", ""POLICE"", ""OTAKU CULTURE"", ""ALIENS"", ""TRAINS"", ""YAKUZA"", ""IRRUMATIO"", ""SURREAL COMEDY""]","[""MAPPA""]"
3,97932,TV,SPRING,2017,12,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""TEACHER"", ""MALE PROTAGONIST"", ""PRIMARILY MALE CAST"", ""HISTORICAL"", ""TSUNDERE"", ""SHOUNEN""]","[""BRIDGE""]"
6,97940,TV,FALL,2017,170,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY""]",MANGA,"[""MAGIC"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""SUPER POWER"", ""ENSEMBLE CAST"", ""REVENGE"", ""FOOD"", ""DEMONS"", ""ELF"", ""BULLYING"", ""REINCARNATION"", ""CONSPIRACY"", ""CULT"", ""HETEROSEXUAL"", ""DISABILITY"", ""SWORDPLAY"", ""KUUDERE"", ""LOST CIVILIZATION"", ""ADOPTION"", ""CULTIVATION"", ""TIME SKIP"", ""FOREIGN"", ""ADVERTISEMENT"", ""CUTE BOYS DOING CUTE THINGS"", ""ORPHAN"", ""TSUNDERE"", ""FEMALE HAREM"", ""LOVE TRIANGLE"", ""SUICIDE"", ""NUN"", ""TRAVEL"", ""ESPIONAGE"", ""DUNGEON"", ""TOMBOY"", ""FOUND FAMILY"", ""DISSOCIATIVE IDENTITIES"", ""AGE REGRESSION"", ""LGBTQ+ THEMES""]","[""STUDIO PIERROT""]"
10,97986,TV,SUMMER,2017,13,"[""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""HORROR"", ""MYSTERY"", ""SCI-FI""]",MANGA,"[""SURVIVAL"", ""PRIMARILY CHILD CAST"", ""ENVIRONMENTAL"", ""CHIBI"", ""BODY HORROR"", ""TRAGEDY"", ""DUNGEON"", ""LOST CIVILIZATION"", ""TRAVEL"", ""SEINEN"", ""FEMALE PROTAGONIST"", ""GORE"", ""AMNESIA"", ""COSMIC HORROR"", ""MALE PROTAGONIST"", ""ROBOTS"", ""STEAMPUNK"", ""RELIGION"", ""TIME MANIPULATION"", ""NUDITY"", ""TANNED SKIN"", ""DISSOCIATIVE IDENTITIES"", ""FOOD"", ""REHABILITATION"", ""AGENDER"", ""CROSSDRESSING"", ""MAIDS"", ""CONSPIRACY""]","[""KINEMA CITRUS""]"
7,97994,TV,FALL,2017,12,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""WORK"", ""CUTE GIRLS DOING CUTE THINGS"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""URBAN"", ""CROSSDRESSING"", ""COSPLAY"", ""OTAKU CULTURE"", ""SLAPSTICK"", ""AGE GAP"", ""SEINEN"", ""META"", ""MASOCHISM"", ""CHIBI"", ""MAIDS"", ""KUUDERE"", ""HETEROSEXUAL""]","[""A-1 PICTURES""]"
7,97996,OVA,SUMMER,2017,1,"[""ADVENTURE"", ""COMEDY"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""SATIRE"", ""PARODY"", ""REINCARNATION"", ""CHUUNIBYOU"", ""PRIMARILY FEMALE CAST"", ""MAGIC"", ""SWORDPLAY"", ""AFTERLIFE"", ""GODS"", ""MALE PROTAGONIST"", ""IYASHIKEI""]","[""STUDIO DEEN""]"
8,98035,TV,SUMMER,2017,25,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""SUPERNATURAL""]",LIGHT_NOVEL,"[""BATTLE ROYALE"", ""MYTHOLOGY"", ""WAR"", ""URBAN FANTASY"", ""MAGIC"", ""ENSEMBLE CAST"", ""DEATH GAME"", ""SWORDPLAY"", ""FOREIGN"", ""VAMPIRE"", ""TOMBOY"", ""GENDER BENDING"", ""TRAGEDY"", ""ARCHERY""]","[""A-1 PICTURES""]"
8,98385,TV,WINTER,2018,12,"[""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""SEINEN"", ""REHABILITATION"", ""AGE GAP"", ""FEMALE PROTAGONIST"", ""COMING OF AGE"", ""WORK"", ""HETEROSEXUAL"", ""ATHLETICS"", ""URBAN"", ""TANNED SKIN"", ""WRITING"", ""SCHOOL"", ""MARTIAL ARTS"", ""CLASSIC LITERATURE"", ""TWINS""]","[""WIT STUDIO""]"
9,98436,TV,FALL,2017,24,"[""DRAMA"", ""FANTASY"", ""ROMANCE"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",MANGA,"[""MAGIC"", ""FEMALE PROTAGONIST"", ""SKELETON"", ""MYTHOLOGY"", ""TEACHER"", ""HETEROSEXUAL"", ""URBAN FANTASY"", ""AGE GAP"", ""DRAGONS"", ""FOREIGN"", ""PHILOSOPHY"", ""PRIMARILY ADULT CAST"", ""GORE"", ""RURAL"", ""SHAPESHIFTING"", ""MONSTER BOY"", ""TRAGEDY"", ""SLAVERY"", ""CHIMERA"", ""SHOUNEN"", ""SUICIDE"", ""CHIBI"", ""TRAVEL""]","[""WIT STUDIO""]"
6,98437,TV,WINTER,2018,13,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""SKELETON"", ""ANTI-HERO"", ""BUTLER"", ""MAGIC"", ""SUPER POWER"", ""VIRTUAL WORLD"", ""ENSEMBLE CAST"", ""SUCCUBUS"", ""POLITICS"", ""DEMONS"", ""MONSTER GIRL"", ""CGI"", ""VAMPIRE"", ""TWINS"", ""ELF"", ""MAIDS"", ""YANDERE"", ""VILLAINESS"", ""KUUDERE"", ""ARTIFICIAL INTELLIGENCE"", ""SLAVERY""]","[""MADHOUSE""]"
7,98439,TV,WINTER,2018,12,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""CUTE GIRLS DOING CUTE THINGS"", ""PRIMARILY CHILD CAST"", ""PRIMARILY FEMALE CAST"", ""EPISODIC"", ""URBAN"", ""TERRORISM"", ""FEMALE PROTAGONIST"", ""OUTDOOR"", ""POLICE"", ""ENSEMBLE CAST"", ""BULLYING"", ""RURAL"", ""SHOUNEN"", ""ANIMALS"", ""SCHOOL""]","[""SILVER LINK.""]"
6,98443,TV,FALL,2017,12,"[""ACTION"", ""THRILLER""]",LIGHT_NOVEL,"[""BATTLE ROYALE"", ""DEATH GAME"", ""ENSEMBLE CAST"", ""WAR"", ""GORE"", ""ALTERNATE UNIVERSE"", ""URBAN"", ""ZOMBIE"", ""SUPER POWER"", ""NECROMANCY"", ""PRIMARILY ADULT CAST"", ""TWINS"", ""CGI"", ""TOMBOY"", ""AMNESIA"", ""TRAGEDY"", ""MEMORY MANIPULATION""]","[""GRAPHINICA""]"
10,98444,TV,WINTER,2018,12,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""OUTDOOR"", ""IYASHIKEI"", ""CUTE GIRLS DOING CUTE THINGS"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""RURAL"", ""FOOD"", ""EDUCATIONAL"", ""KUUDERE"", ""SCHOOL CLUB"", ""SEINEN"", ""PRIMARILY TEEN CAST"", ""MOPEDS"", ""TRAVEL"", ""CYCLING"", ""ANIMALS""]","[""C-STATION""]"
5,98449,TV,FALL,2017,12,"[""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""MYSTERY"", ""ROMANCE"", ""SCI-FI""]",MANGA,"[""TRAGEDY"", ""LOST CIVILIZATION"", ""MAGIC"", ""MALE PROTAGONIST"", ""DYSTOPIAN"", ""SHIPS"", ""WAR"", ""CONSPIRACY"", ""GORE"", ""SHOUJO"", ""KUUDERE"", ""RURAL"", ""MUSICAL"", ""SUICIDE"", ""HETEROSEXUAL""]","[""J.C. STAFF""]"
7,98460,ONA,WINTER,2018,10,"[""ACTION"", ""DRAMA"", ""HORROR"", ""PSYCHOLOGICAL"", ""SUPERNATURAL""]",MANGA,"[""DEMONS"", ""TRAGEDY"", ""BODY HORROR"", ""GORE"", ""URBAN FANTASY"", ""GODS"", ""SHAPESHIFTING"", ""MALE PROTAGONIST"", ""PHILOSOPHY"", ""WAR"", ""NUDITY"", ""COSMIC HORROR"", ""ANTI-HERO"", ""ANGELS"", ""CANNIBALISM"", ""COMING OF AGE"", ""HENSHIN"", ""ATHLETICS"", ""REVENGE"", ""DRUGS"", ""LGBTQ+ THEMES"", ""AFTERLIFE"", ""POLITICS"", ""BISEXUAL"", ""META"", ""MOTORCYCLES"", ""SHOUNEN"", ""RAPE"", ""MASTURBATION"", ""PUBLIC SEX""]","[""SCIENCE SARU""]"
7,98506,TV,FALL,2017,12,"[""SLICE OF LIFE"", ""SUPERNATURAL""]",MANGA,"[""IYASHIKEI"", ""KEMONOMIMI"", ""PRIMARILY FEMALE CAST"", ""YOUKAI"", ""CUTE GIRLS DOING CUTE THINGS"", ""FEMALE PROTAGONIST"", ""EPISODIC"", ""MYTHOLOGY"", ""COMING OF AGE"", ""WORK"", ""GODS"", ""YURI"", ""SEINEN"", ""AFTERLIFE"", ""TIME MANIPULATION"", ""CROSSDRESSING""]","[""LERCHE""]"
8,98514,TV,SPRING,2018,13,"[""DRAMA"", ""SLICE OF LIFE"", ""SPORTS""]",VIDEO_GAME,"[""ATHLETICS"", ""KEMONOMIMI"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""PRIMARILY TEEN CAST"", ""CUTE GIRLS DOING CUTE THINGS"", ""ANIMALS"", ""IDOL"", ""SCHOOL"", ""CGI""]","[""P.A. WORKS""]"
5,98519,TV,SUMMER,2017,12,"[""COMEDY"", ""FANTASY"", ""SLICE OF LIFE""]",MANGA,"[""MONSTER GIRL"", ""CENTAUR"", ""FEMALE PROTAGONIST"", ""SCHOOL"", ""PRIMARILY FEMALE CAST"", ""POLITICS"", ""CUTE GIRLS DOING CUTE THINGS"", ""DYSTOPIAN"", ""SEINEN"", ""NUDITY""]","[""HAOLINERS ANIMATION""]"
8,98524,SPECIAL,SPRING,2017,2,"[""COMEDY"", ""SUPERNATURAL""]",MANGA,"[""CUTE GIRLS DOING CUTE THINGS"", ""DEMONS"", ""GODS"", ""ANGELS"", ""FEMALE PROTAGONIST"", ""CHUUNIBYOU"", ""VIDEO GAMES"", ""SHOUNEN"", ""SCHOOL"", ""HIKIKOMORI"", ""URBAN"", ""ISEKAI""]","[""DOGA KOBO""]"
5,98549,TV,WINTER,2018,12,"[""COMEDY""]",MANGA,"[""SURREAL COMEDY"", ""EPISODIC"", ""META"", ""PARODY"", ""SATIRE"", ""FEMALE PROTAGONIST"", ""SEINEN"", ""MUSICAL""]","[""KAMIKAZE DOUGA""]"
8,98580,OVA,SUMMER,2017,1,"[""COMEDY"", ""FANTASY"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""YURI"", ""DRAGONS"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""MONSTER GIRL"", ""MAIDS"", ""CUTE GIRLS DOING CUTE THINGS"", ""URBAN FANTASY"", ""OFFICE LADY"", ""MAGIC"", ""NUDITY"", ""TSUNDERE"", ""SEINEN"", ""ISEKAI"", ""LARGE BREASTS""]","[""KYOTO ANIMATION""]"
7,98596,TV,FALL,2017,12,"[""COMEDY"", ""ECCHI"", ""ROMANCE"", ""SLICE OF LIFE""]",LIGHT_NOVEL,"[""WRITING"", ""MALE PROTAGONIST"", ""PRIMARILY ADULT CAST"", ""OTAKU CULTURE"", ""WORK"", ""NUDITY"", ""COMING OF AGE"", ""LOVE TRIANGLE"", ""CROSSDRESSING"", ""VIDEO GAMES"", ""HETEROSEXUAL"", ""COLLEGE"", ""GENDER BENDING"", ""ENSEMBLE CAST""]","[""SILVER LINK.""]"
6,98629,ONA,WINTER,2017,2,"[""ACTION"", ""ADVENTURE"", ""FANTASY"", ""SUPERNATURAL""]",OTHER,"[""SWORDPLAY"", ""GODS"", ""DEMONS"", ""FUGITIVE""]","[""MAPPA""]"
8,98707,TV,FALL,2017,12,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""MYSTERY"", ""PSYCHOLOGICAL""]",MANGA,"[""COMING OF AGE"", ""FULL CGI"", ""PHILOSOPHY"", ""AGENDER"", ""TRAGEDY"", ""SEINEN"", ""ANTHROPOMORPHISM"", ""POST-APOCALYPTIC"", ""MEMORY MANIPULATION"", ""SURVIVAL"", ""AMNESIA"", ""BODY HORROR"", ""ALTERNATE UNIVERSE"", ""TIME SKIP"", ""CONSPIRACY"", ""COSMIC HORROR"", ""WAR"", ""SWORDPLAY"", ""LANGUAGE BARRIER"", ""SHAPESHIFTING"", ""ASTRONOMY"", ""TWINS"", ""TSUNDERE"", ""SLAPSTICK""]","[""ORANGE""]"
7,98762,MOVIE,WINTER,2018,1,"[""COMEDY"", ""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",LIGHT_NOVEL,"[""COMING OF AGE"", ""CHUUNIBYOU"", ""HETEROSEXUAL"", ""MALE PROTAGONIST"", ""FEMALE PROTAGONIST"", ""FUGITIVE"", ""PRIMARILY FEMALE CAST"", ""SLAPSTICK"", ""CUTE GIRLS DOING CUTE THINGS"", ""TRAINS""]","[""KYOTO ANIMATION""]"
7,98779,MOVIE,SUMMER,2018,1,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""IYASHIKEI"", ""RURAL"", ""PRIMARILY FEMALE CAST"", ""CUTE GIRLS DOING CUTE THINGS"", ""OUTDOOR"", ""ENSEMBLE CAST"", ""PRIMARILY CHILD CAST"", ""SEINEN"", ""FEMALE PROTAGONIST"", ""DRAWING"", ""SCUBA DIVING"", ""BADMINTON"", ""KUUDERE""]","[""SILVER LINK.""]"
7,98820,TV,FALL,2017,12,"[""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",ORIGINAL,"[""COMING OF AGE"", ""SCHOOL"", ""LOVE TRIANGLE"", ""HETEROSEXUAL"", ""TRAINS"", ""BASEBALL"", ""PHOTOGRAPHY"", ""COLLEGE""]","[""PINE JAM""]"
5,99131,TV,SPRING,2018,12,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""DRAWING"", ""CUTE GIRLS DOING CUTE THINGS"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""IYASHIKEI"", ""WORK"", ""TOMBOY"", ""COMING OF AGE"", ""OTAKU CULTURE"", ""YURI"", ""CHUUNIBYOU"", ""META"", ""SEINEN"", ""SCHOOL"", ""WRITING"", ""COSPLAY"", ""TIME SKIP""]","[""NEXUS""]"
7,99147,TV,SUMMER,2018,12,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""MYSTERY""]",MANGA,"[""VORE"", ""MILITARY"", ""CONSPIRACY"", ""POLITICS"", ""TRAGEDY"", ""SHAPESHIFTING"", ""MEMORY MANIPULATION"", ""DYSTOPIAN"", ""FUGITIVE"", ""MALE PROTAGONIST"", ""SHOUNEN"", ""SUPER POWER"", ""KAIJU"", ""CRIME"", ""GORE"", ""SURVIVAL"", ""GUNS"", ""ANTI-HERO"", ""CGI"", ""COMING OF AGE"", ""PRIMARILY MALE CAST"", ""TORTURE"", ""KUUDERE"", ""SWORDPLAY"", ""YANDERE"", ""PRIMARILY ADULT CAST""]","[""WIT STUDIO""]"
8,99255,TV,FALL,2017,12,"[""COMEDY"", ""ECCHI""]",MANGA,"[""FOOD"", ""SHOUNEN"", ""SCHOOL"", ""MALE PROTAGONIST"", ""NUDITY"", ""EDUCATIONAL"", ""TANNED SKIN"", ""PRIMARILY TEEN CAST"", ""CGI""]","[""J.C. STAFF""]"
8,99263,TV,WINTER,2019,25,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""MALE PROTAGONIST"", ""CONSPIRACY"", ""REVENGE"", ""MAGIC"", ""CRIME"", ""ANTI-HERO"", ""TRAGEDY"", ""KEMONOMIMI"", ""HENSHIN"", ""BULLYING"", ""SLAVERY"", ""TSUNDERE"", ""CULT"", ""OJOU-SAMA"", ""VILLAINESS"", ""CULTIVATION"", ""FEMALE HAREM"", ""ECONOMICS"", ""CGI"", ""NEKOMIMI"", ""LOVE TRIANGLE"", ""RELIGION"", ""HETEROSEXUAL"", ""DRAGONS"", ""GORE"", ""MONSTER GIRL"", ""AFTERLIFE""]","[""KINEMA CITRUS""]"
8,99302,SPECIAL,SUMMER,2017,1,"[""ACTION"", ""ADVENTURE"", ""DRAMA""]",MANGA,"[""PIRATES"", ""SUPER POWER"", ""SHOUNEN"", ""ENSEMBLE CAST"", ""ANACHRONISM"", ""ACHRONOLOGICAL ORDER"", ""MALE PROTAGONIST""]","[""TOEI ANIMATION""]"
8,99390,TV,WINTER,2018,12,"[""COMEDY"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",MANGA,"[""MALE PROTAGONIST"", ""IYASHIKEI"", ""SCHOOL"", ""YOUKAI"", ""ANIMALS"", ""CUTE BOYS DOING CUTE THINGS"", ""ENSEMBLE CAST""]","[""8-BIT""]"
6,99394,ONA,SPRING,2017,1,"[""COMEDY"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",MANGA,"[""MONSTER GIRL"", ""CUTE GIRLS DOING CUTE THINGS"", ""PRIMARILY FEMALE CAST"", ""VAMPIRE"", ""DULLAHAN"", ""SUCCUBUS""]","[""A-1 PICTURES""]"
6,99420,TV,FALL,2017,12,"[""ADVENTURE"", ""SCI-FI"", ""SLICE OF LIFE""]",MANGA,"[""POST-APOCALYPTIC"", ""LOST CIVILIZATION"", ""PHILOSOPHY"", ""IYASHIKEI"", ""ENVIRONMENTAL"", ""TRAGEDY"", ""SURVIVAL"", ""FEMALE PROTAGONIST"", ""URBAN"", ""MILITARY"", ""PRIMARILY FEMALE CAST"", ""WAR"", ""CHIBI"", ""CUTE GIRLS DOING CUTE THINGS"", ""ROBOTS"", ""SEINEN"", ""TANKS"", ""TRAVEL"", ""ARTIFICIAL INTELLIGENCE"", ""ALIENS"", ""CGI"", ""GUNS"", ""TRAINS"", ""KUUDERE"", ""NUDITY""]","[""WHITE FOX""]"
